"죄종별(1)",죄종별(2),죄종별(3),죄종별(4),1990,1991,1992,1993,1994,1994,1995,1995,1996,1996,1997,1997,1998,1998,1999,1999,2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010
"죄종별(1)",죄종별(2),죄종별(3),죄종별(4),발생건수 (건),발생건수 (건),발생건수 (건),발생건수 (건),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개),발생건수 (건),법인체 (개)
"형법범",폭력범,상해,상해(중),-,-,-,-,34,-,24,-,31,-,22,-,34,-,37,-,36,-,38,-,28,-,31,-,44,-,50,-,78,-,78,-,62,-,64,-,98,-
"형법범",폭력범,상해,상해(상습),-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,3,-,2,-,1,-,5,-,3,-,1,-,16,-,2,-
"형법범",폭력범,상해,존속상해,550,528,515,569,585,-,564,-,583,-,519,-,681,-,794,-,821,-,722,-,599,-,636,-,641,-,581,-,507,-,473,-,476,-,419,-,347,-
"형법범",폭력범,상해,존속상해(중),-,-,-,-,-,-,1,-,1,-,1,-,4,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,5,-,1,-,3,-,-,-,1,-
"형법범",폭력범,상해,존속상해(상습),-,-,-,-,5,-,9,-,3,-,6,-,7,-,5,-,13,-,6,-,7,-,5,-,4,-,3,-,4,-,2,-,4,-,-,-,2,-
"형법범",폭력범,상해,상해치사,264,252,229,173,195,-,210,-,221,-,227,-,211,-,175,-,177,-,141,-,137,-,113,-,145,-,115,-,119,-,99,-,101,-,83,-,78,-
"형법범",폭력범,상해,존속상해치사,10,22,13,11,11,-,9,-,6,-,15,-,12,-,9,-,12,-,13,-,10,-,6,-,5,-,10,-,8,-,6,-,12,-,9,-,6,-
"형법범",폭력범,폭행,소계,-,-,-,-,4620,-,4521,-,4647,-,4607,-,7030,-,11077,-,15551,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"형법범",폭력범,폭행,폭행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16011,-,15022,-,17686,-,15921,-,18035,1,63441,-,96020,2,106315,-,113768,-,107829,-
"형법범",폭력범,폭행,특수폭행,-,-,-,-,6,-,8,-,11,-,8,-,20,-,17,-,27,-,20,-,13,-,9,-,20,-,43,-,55,-,65,-,57,-,47,-,40,-
"형법범",폭력범,폭행,특수폭행(상습),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"형법범",폭력범,폭행,상습폭행,-,-,-,-,2,-,1,-,3,-,5,-,5,-,6,-,5,-,1,-,6,-,8,-,4,-,7,-,6,-,4,-,10,-,24,-,7,-
"형법범",폭력범,폭행,존속폭행,445,401,390,381,342,-,298,-,238,-,225,-,403,-,513,-,519,-,431,-,378,-,405,-,469,-,427,-,453,-,546,-,538,-,533,-,465,-
"형법범",폭력범,폭행,존속폭행(상습),-,-,-,-,13,-,10,-,12,-,9,-,12,-,12,-,12,-,13,-,7,-,2,-,8,-,-,-,3,-,1,-,3,-,-,-,3,-
"형법범",폭력범,폭행,존속폭행(특수),-,-,-,-,-,-,2,-,2,-,-,-,5,-,4,-,5,-,6,-,3,-,4,-,1,-,3,-,2,-,2,-,-,-,-,-,1,-
